votes,user_link,tier,notebook_name,num_visualizations,num_datafiles,time_published,relative_time_published,tags,language,num_comments,notebook_link
1,https://kaggle.com/sunzihao,novice,A Brief Talk on COVID-19,6,0,Sat Mar 28 2020 23:16:40 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/sunzihao/a-brief-talk-on-covid-19
0,https://kaggle.com/daxman,novice,"A Simple, Direct COVID-19 QA engine",0,1,Mon Mar 30 2020 05:25:25 GMT-0400 (Eastern Daylight Time),14h ago,[],Python,0,https://kaggle.com/daxman/a-simple-direct-covid-19-qa-engine
2,https://kaggle.com/dmlombar,novice,Getting_Started_with_Cosine_Similarity,3,0,Thu Mar 26 2020 12:40:00 GMT-0400 (Eastern Daylight Time),4d ago,"['eda', 'starter code', 'covid19']",Python,0,https://kaggle.com/dmlombar/getting-started-with-cosine-similarity
2,https://kaggle.com/ranlevy,novice,How Good is a Drug Against The Corona Virus,0,0,Wed Mar 25 2020 14:45:07 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,1,https://kaggle.com/ranlevy/how-good-is-a-drug-against-the-corona-virus
2,https://kaggle.com/mohamedboussakssou,novice,COVID-19 Data Preprocessing,2,1,Thu Mar 26 2020 08:13:02 GMT-0400 (Eastern Daylight Time),4d ago,['nlp'],Python,0,https://kaggle.com/mohamedboussakssou/covid-19-data-preprocessing
2,https://kaggle.com/abashareter,contributor,Hybrid Search Model - Annoy bio-w2v + BM25 EDA,0,0,Tue Mar 24 2020 10:47:37 GMT-0400 (Eastern Daylight Time),6d ago,"['biology', 'medicine', 'beginner', 'starter code', 'covid19']",Python,0,https://kaggle.com/abashareter/hybrid-search-model-annoy-bio-w2v-bm25-eda
2,https://kaggle.com/yatinece,novice,Search system for top article using wikipedia DB,4,0,Tue Mar 24 2020 07:02:03 GMT-0400 (Eastern Daylight Time),7d ago,"['data visualization', 'feature engineering']",Python,0,https://kaggle.com/yatinece/search-system-for-top-article-using-wikipedia-db
2,https://kaggle.com/modoucair,contributor,Sentence similarity,1,0,Mon Mar 23 2020 20:58:45 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/modoucair/sentence-similarity
2,https://kaggle.com/fireballbyedimyrnmom,contributor,COVID-related v4,13,0,Mon Mar 23 2020 09:53:30 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,2,https://kaggle.com/fireballbyedimyrnmom/covid-related-v4
2,https://kaggle.com/gtteixeira,contributor,CORD-19 ngrams insights origin evolution,7,0,Sun Mar 22 2020 16:41:52 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,2,https://kaggle.com/gtteixeira/cord-19-ngrams-insights-origin-evolution
2,https://kaggle.com/eslambaset,novice,Visualise and Calculate word frequencies COVID-19,2,0,Sat Mar 28 2020 17:55:00 GMT-0400 (Eastern Daylight Time),2d ago,[],R,0,https://kaggle.com/eslambaset/visualise-and-calculate-word-frequencies-covid-19
2,https://kaggle.com/adwivedi,novice,COVID19_ABSG_AD,15,0,Mon Mar 23 2020 15:08:33 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,1,https://kaggle.com/adwivedi/covid19-absg-ad
2,https://kaggle.com/tschango,contributor,CORONA Challenge - Analysing Incubation Time in R,4,0,Wed Mar 25 2020 06:24:54 GMT-0400 (Eastern Daylight Time),6d ago,"['data cleaning', 'nlp', 'data visualization', 'text data']",R,0,https://kaggle.com/tschango/corona-challenge-analysing-incubation-time-in-r
2,https://kaggle.com/docxian,expert,CORD-19 Keyword Search in Abstracts,0,1,Thu Mar 26 2020 12:14:31 GMT-0400 (Eastern Daylight Time),4d ago,"['epidemiology', 'text data', 'starter code']",Python,1,https://kaggle.com/docxian/cord-19-keyword-search-in-abstracts
2,https://kaggle.com/davidbetancur8,novice,Participations by country,0,0,Sat Mar 21 2020 18:39:12 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,1,https://kaggle.com/davidbetancur8/participations-by-country
2,https://kaggle.com/shayanfl,novice,Unsupervised Text Segment Group Discovery,0,0,Sat Mar 21 2020 16:16:12 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/shayanfl/unsupervised-text-segment-group-discovery
2,https://kaggle.com/charlieharper,novice,Build CSV of Reference Entries,0,1,Sat Mar 21 2020 16:13:35 GMT-0400 (Eastern Daylight Time),9d ago,"['beginner', 'text data', 'starter code', 'covid19']",Python,1,https://kaggle.com/charlieharper/build-csv-of-reference-entries
2,https://kaggle.com/anandsinha2031,novice,Worldwide_Data_and_Graphs,0,0,Sat Mar 21 2020 16:50:13 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/anandsinha2031/worldwide-data-and-graphs
2,https://kaggle.com/anthony358,contributor,CORD-19 Simple Parsing to Dataframes,0,1,Tue Mar 24 2020 10:13:17 GMT-0400 (Eastern Daylight Time),6d ago,"['feature engineering', 'starter code', 'covid19']",Python,3,https://kaggle.com/anthony358/cord-19-simple-parsing-to-dataframes
2,https://kaggle.com/samusram,expert,"CORD-19:EDA,duplicated papers discovery,resolution",4,1,Sat Mar 21 2020 09:59:25 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/samusram/cord-19-eda-duplicated-papers-discovery-resolution
2,https://kaggle.com/acmiyaguchi,novice,Parquet and BigQuery dataset for CORD-19,0,0,Sat Mar 21 2020 00:31:01 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/acmiyaguchi/parquet-and-bigquery-dataset-for-cord-19
2,https://kaggle.com/e0032186,novice,COVID-19 clustering (Infersent-UMAP-HDBScan),1,0,Sun Mar 22 2020 05:07:40 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/e0032186/covid-19-clustering-infersent-umap-hdbscan
2,https://kaggle.com/fmitchell259,contributor,Naive Lookup / Save Documents,0,0,Fri Mar 20 2020 03:15:20 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/fmitchell259/naive-lookup-save-documents
2,https://kaggle.com/jdparsons,contributor,Interactive Abstract and Expert Finder,0,0,Fri Mar 20 2020 00:41:49 GMT-0400 (Eastern Daylight Time),11d ago,"['tutorial', 'data cleaning', 'nlp']",Python,3,https://kaggle.com/jdparsons/interactive-abstract-and-expert-finder
2,https://kaggle.com/andrewyue,contributor,CORD-19: Search Papers Referring to Antivirals,1,1,Fri Mar 20 2020 00:51:27 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,1,https://kaggle.com/andrewyue/cord-19-search-papers-referring-to-antivirals
2,https://kaggle.com/midnitekoder,novice,coronavirus_jargon_vocabulary,0,0,Thu Mar 19 2020 14:10:33 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,3,https://kaggle.com/midnitekoder/coronavirus-jargon-vocabulary
2,https://kaggle.com/radenkovic,novice,COVID19 Challenge Notebook,0,0,Thu Mar 19 2020 08:13:28 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,1,https://kaggle.com/radenkovic/covid19-challenge-notebook
2,https://kaggle.com/mpwolke,expert,Pandemic Ethics - Covid19,5,0,Thu Mar 19 2020 07:41:29 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/mpwolke/pandemic-ethics-covid19
2,https://kaggle.com/jeremiahharmsen,contributor,CORD-19 Duplicate body_text.text,0,0,Thu Mar 19 2020 07:18:28 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/jeremiahharmsen/cord-19-duplicate-body-text-text
2,https://kaggle.com/raymondjia,expert,Quick summary and integrated task detail,0,0,Thu Mar 19 2020 06:48:01 GMT-0400 (Eastern Daylight Time),12d ago,['beginner'],R,0,https://kaggle.com/raymondjia/quick-summary-and-integrated-task-detail
2,https://kaggle.com/sklasfeld,novice,Exploring_corona_competition,0,1,Thu Mar 19 2020 16:21:41 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/sklasfeld/exploring-corona-competition
2,https://kaggle.com/nageshsomayajula,novice,CORD-19-research-challenge - Using NLP Search,0,0,Wed Mar 18 2020 18:32:40 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/nageshsomayajula/cord-19-research-challenge-using-nlp-search
2,https://kaggle.com/anuraglahon,contributor,COVID Papers,23,0,Wed Mar 18 2020 16:59:24 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,2,https://kaggle.com/anuraglahon/covid-papers
2,https://kaggle.com/dulangaheshan,novice,bag of words apply for abstract and text fields,0,1,Wed Mar 18 2020 13:40:56 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/dulangaheshan/bag-of-words-apply-for-abstract-and-text-fields
2,https://kaggle.com/jonathanbesomi,contributor,"CORD-19: EDA, LDA and BERT (unsupervised)",2,0,Wed Mar 18 2020 10:42:55 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/jonathanbesomi/cord-19-eda-lda-and-bert-unsupervised
2,https://kaggle.com/morrisb,expert,01 Exploring The Folder-Structure,0,0,Wed Mar 18 2020 09:41:48 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,2,https://kaggle.com/morrisb/01-exploring-the-folder-structure
2,https://kaggle.com/edwardnyameri,novice,CORVID-19 TRACKING THE KENYA SPREAD,0,0,Wed Mar 18 2020 06:19:46 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,0,https://kaggle.com/edwardnyameri/corvid-19-tracking-the-kenya-spread
2,https://kaggle.com/elsonidoq,novice,Checkout the COVID 19 Word2Vec model,0,0,Wed Mar 18 2020 12:32:22 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/elsonidoq/checkout-the-covid-19-word2vec-model
2,https://kaggle.com/julienbarthelat,novice,CORD-19 : publication analysis,0,0,Sat Mar 21 2020 14:02:05 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,1,https://kaggle.com/julienbarthelat/cord-19-publication-analysis
2,https://kaggle.com/mpwolke,expert,War on Covid-19,5,0,Tue Mar 17 2020 19:11:26 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,0,https://kaggle.com/mpwolke/war-on-covid-19
2,https://kaggle.com/yjunwoo14,novice,COVID-19: Journal Analysis and Wordcloud,1,0,Tue Mar 17 2020 14:04:39 GMT-0400 (Eastern Daylight Time),13d ago,[],Python,1,https://kaggle.com/yjunwoo14/covid-19-journal-analysis-and-wordcloud
2,https://kaggle.com/eliasgreen,contributor,COVID-19 - Russia,1,0,Mon Mar 30 2020 12:17:02 GMT-0400 (Eastern Daylight Time),7h ago,[],Python,1,https://kaggle.com/eliasgreen/covid-19-russia
2,https://kaggle.com/danielcruz97,novice,pd.read_csv,3,0,Tue Mar 17 2020 04:04:57 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,1,https://kaggle.com/danielcruz97/pd-read-csv
2,https://kaggle.com/sidharthkumar,expert,SpaCy: Aspect Based and Compound Nouns Key Words,1,0,Tue Mar 17 2020 02:40:34 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,8,https://kaggle.com/sidharthkumar/spacy-aspect-based-and-compound-nouns-key-words
2,https://kaggle.com/eladwar,novice,CoronaVirus,0,0,Mon Mar 16 2020 23:09:07 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,0,https://kaggle.com/eladwar/coronavirus
2,https://kaggle.com/pierregoutorbe,novice,First-Notebook-CORD-19-Research,3,1,Mon Mar 16 2020 20:15:23 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,0,https://kaggle.com/pierregoutorbe/first-notebook-cord-19-research
2,https://kaggle.com/latimerb,contributor,CORD-19 beginner EDA,2,0,Mon Mar 16 2020 20:03:10 GMT-0400 (Eastern Daylight Time),14d ago,[],Python,2,https://kaggle.com/latimerb/cord-19-beginner-eda
0,https://kaggle.com/eb0x143839,novice,Convert COVID-19 papers to Entity Vectors,0,0,Sat Mar 28 2020 13:23:55 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,0,https://kaggle.com/eb0x143839/convert-covid-19-papers-to-entity-vectors
0,https://kaggle.com/joeptummers,novice,COVID-2019-ID Paper version,2,0,Sun Mar 29 2020 11:48:36 GMT-0400 (Eastern Daylight Time),1d ago,[],Python,0,https://kaggle.com/joeptummers/covid-2019-id-paper-version
1,https://kaggle.com/donkeys,expert,Languages...,0,0,Fri Mar 27 2020 19:12:03 GMT-0400 (Eastern Daylight Time),3d ago,"['eda', 'nlp']",Python,0,https://kaggle.com/donkeys/languages
1,https://kaggle.com/leonwolber,novice,COVID-19 text mining,3,0,Fri Mar 27 2020 16:37:21 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/leonwolber/covid-19-text-mining
1,https://kaggle.com/mlconsult,contributor,COVID-19 Genome Variations,0,0,Sat Mar 28 2020 13:22:01 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/mlconsult/covid-19-genome-variations
1,https://kaggle.com/takercena,novice,COVID19 Temporal Summarization Tool Version 1,2,0,Fri Mar 27 2020 07:38:02 GMT-0400 (Eastern Daylight Time),3d ago,[],Python,0,https://kaggle.com/takercena/covid19-temporal-summarization-tool-version-1
1,https://kaggle.com/yatinece,novice,Combine Embedding Data and Citations Article,0,0,Fri Mar 27 2020 06:10:09 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,2,https://kaggle.com/yatinece/combine-embedding-data-and-citations-article
1,https://kaggle.com/jbofill,novice,COVID-19 EDA including NLP with Spacy,2,0,Fri Mar 27 2020 02:16:13 GMT-0400 (Eastern Daylight Time),4d ago,"['eda', 'nlp']",Python,0,https://kaggle.com/jbofill/covid-19-eda-including-nlp-with-spacy
1,https://kaggle.com/mohamedramzi,novice,Improve quiries using W2V algorithms,0,0,Thu Mar 26 2020 16:59:58 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/mohamedramzi/improve-quiries-using-w2v-algorithms
1,https://kaggle.com/thedocs,novice,Train Fasttext on COVID papers,0,0,Thu Mar 26 2020 15:40:22 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/thedocs/train-fasttext-on-covid-papers
1,https://kaggle.com/mlconsult,contributor,COVID-19 Recent Questions,0,1,Sat Mar 28 2020 13:30:44 GMT-0400 (Eastern Daylight Time),2d ago,[],Python,1,https://kaggle.com/mlconsult/covid-19-recent-questions
1,https://kaggle.com/pegger,novice,Exploratory data analysis via NLP,1,1,Thu Mar 26 2020 09:49:26 GMT-0400 (Eastern Daylight Time),4d ago,"['eda', 'nlp', 'data visualization', 'clustering', 'dimensionality reduction']",Python,1,https://kaggle.com/pegger/exploratory-data-analysis-via-nlp
1,https://kaggle.com/adrianegli,novice,Most mentioned antivirals 622022,0,0,Thu Mar 26 2020 09:47:42 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,0,https://kaggle.com/adrianegli/most-mentioned-antivirals-622022
1,https://kaggle.com/volody,contributor,start with covid-19 data,4,0,Thu Mar 26 2020 01:45:03 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/volody/start-with-covid-19-data
1,https://kaggle.com/aaleksei,novice,COVID-19: data_qa,0,0,Wed Mar 25 2020 18:24:58 GMT-0400 (Eastern Daylight Time),5d ago,[],Python,0,https://kaggle.com/aaleksei/covid-19-data-qa
1,https://kaggle.com/anbu3003,contributor,COVID-19,0,0,Thu Mar 26 2020 14:56:16 GMT-0400 (Eastern Daylight Time),4d ago,[],Python,3,https://kaggle.com/anbu3003/covid-19
1,https://kaggle.com/kapral42,novice,COVID-19 Russia details,0,0,Thu Mar 26 2020 14:05:02 GMT-0400 (Eastern Daylight Time),4d ago,"['russia', 'diseases', 'epidemiology', 'covid19']",Python,1,https://kaggle.com/kapral42/covid-19-russia-details
1,https://kaggle.com/gyimre,novice,Covid-19 NLP word-network and page-ranking,10,0,Tue Mar 24 2020 20:16:39 GMT-0400 (Eastern Daylight Time),6d ago,[],R,0,https://kaggle.com/gyimre/covid-19-nlp-word-network-and-page-ranking
1,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 01),0,1,Tue Mar 24 2020 16:01:14 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,2,https://kaggle.com/chahinezounoughi/covid-19-task-01
1,https://kaggle.com/chahinezounoughi,novice,COVID-19 (Task 06),0,1,Tue Mar 24 2020 15:00:27 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/chahinezounoughi/covid-19-task-06
1,https://kaggle.com/imdeepmind,novice,COVID-19 Word Embedding Approach,0,0,Tue Mar 24 2020 07:45:53 GMT-0400 (Eastern Daylight Time),6d ago,[],Python,0,https://kaggle.com/imdeepmind/covid-19-word-embedding-approach
1,https://kaggle.com/pranjalya,novice,[CORD-19] Embeddings 📙 from abstracts with SpaCy ,0,0,Tue Mar 24 2020 02:59:29 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/pranjalya/cord-19-embeddings-from-abstracts-with-spacy
1,https://kaggle.com/davidbetancur8,novice,symptoms word cloud,1,0,Mon Mar 23 2020 22:10:20 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,2,https://kaggle.com/davidbetancur8/symptoms-word-cloud
1,https://kaggle.com/iamabdulrazak,novice,Detecting and Visualizing covid-19,10,0,Mon Mar 23 2020 17:21:05 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,1,https://kaggle.com/iamabdulrazak/detecting-and-visualizing-covid-19
1,https://kaggle.com/jonathanbesomi,contributor,[CORD-19] Embeddings 📙 from abstracts with SpaCy ,0,0,Mon Mar 23 2020 18:11:01 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/jonathanbesomi/cord-19-embeddings-from-abstracts-with-spacy
1,https://kaggle.com/tombresee,contributor,NG-EDA-COVID-19-v2,0,0,Mon Mar 23 2020 21:36:22 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,1,https://kaggle.com/tombresee/ng-eda-covid-19-v2
1,https://kaggle.com/ronetswaminathan,contributor,COVID-19 World Statistics,12,0,Mon Mar 23 2020 15:09:35 GMT-0400 (Eastern Daylight Time),7d ago,"['beginner', 'eda', 'data cleaning', 'data visualization', 'covid19']",Python,0,https://kaggle.com/ronetswaminathan/covid-19-world-statistics
1,https://kaggle.com/chrismattmann,contributor,Extract Tika cTAKES Features,0,33206,Mon Mar 23 2020 12:10:17 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/chrismattmann/extract-tika-ctakes-features
1,https://kaggle.com/manojkumarvk,novice,Covid-19 Analysis,3,0,Mon Mar 23 2020 11:19:59 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/manojkumarvk/covid-19-analysis
1,https://kaggle.com/beatrizyumi,contributor,COVID-19 - Interactive Cluster Graph,4,0,Mon Mar 23 2020 09:48:05 GMT-0400 (Eastern Daylight Time),7d ago,[],Python,0,https://kaggle.com/beatrizyumi/covid-19-interactive-cluster-graph
1,https://kaggle.com/lalitapatel,novice,Papers on Virus Genetics,0,1,Sun Mar 22 2020 20:01:55 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,2,https://kaggle.com/lalitapatel/papers-on-virus-genetics
1,https://kaggle.com/jamespatten719,novice,Enigma Covid-19,0,0,Sun Mar 22 2020 17:15:33 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,1,https://kaggle.com/jamespatten719/enigma-covid-19
1,https://kaggle.com/ideanlabib,novice,BM25 Search + Query Similarity Ranking,0,1,Sun Mar 22 2020 15:38:33 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/ideanlabib/bm25-search-query-similarity-ranking
1,https://kaggle.com/subhamrath,novice,COVID parameter study - India & others,8,0,Sun Mar 22 2020 15:09:51 GMT-0400 (Eastern Daylight Time),8d ago,"['eda', 'clustering']",Python,0,https://kaggle.com/subhamrath/covid-parameter-study-india-others
1,https://kaggle.com/gpiyama2119,novice,naive LSTM model test for covid19,0,1,Sun Mar 22 2020 08:13:19 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/gpiyama2119/naive-lstm-model-test-for-covid19
1,https://kaggle.com/leoncz,novice,Search functions for cord19-challenge,2,0,Sat Mar 21 2020 19:01:44 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,1,https://kaggle.com/leoncz/search-functions-for-cord19-challenge
1,https://kaggle.com/longnguyen2306,contributor,Browsing research papers with a BM25 search engine,0,0,Sat Mar 21 2020 17:22:43 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,1,https://kaggle.com/longnguyen2306/browsing-research-papers-with-a-bm25-search-engine
1,https://kaggle.com/murthycvln,novice,COVID-19 Dataset : Gaining actionable insights 📊,0,0,Sat Mar 21 2020 13:21:02 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,1,https://kaggle.com/murthycvln/covid-19-dataset-gaining-actionable-insights
1,https://kaggle.com/andyh47,novice,What Are The Treatments?,1,1,Sat Mar 21 2020 13:15:57 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/andyh47/what-are-the-treatments
1,https://kaggle.com/tajalagawani,contributor,Tracking the spread of the Coronavirus ,0,0,Sat Mar 21 2020 11:32:25 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/tajalagawani/tracking-the-spread-of-the-coronavirus
1,https://kaggle.com/adhok93,expert,Clustering Papers using K-Means and t-SNE,1,0,Sat Mar 21 2020 09:39:55 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/adhok93/clustering-papers-using-k-means-and-t-sne
1,https://kaggle.com/cuongnguyen2k,novice,Find similar COVID-19 Research Articles,0,3,Sun Mar 22 2020 04:59:13 GMT-0400 (Eastern Daylight Time),9d ago,[],Python,0,https://kaggle.com/cuongnguyen2k/find-similar-covid-19-research-articles
1,https://kaggle.com/aftabuw,novice,COVID-19 Classify articles-Doc2vec PCA,0,0,Fri Mar 20 2020 21:59:42 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/aftabuw/covid-19-classify-articles-doc2vec-pca
1,https://kaggle.com/charlieharper,novice,Build CSV of Body Text,0,1,Sat Mar 21 2020 16:13:40 GMT-0400 (Eastern Daylight Time),9d ago,"['beginner', 'text data', 'starter code', 'covid19']",Python,0,https://kaggle.com/charlieharper/build-csv-of-body-text
1,https://kaggle.com/mlutz153,contributor,betweenness_centrality_of_the_bibliography,0,0,Fri Mar 20 2020 16:21:01 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/mlutz153/betweenness-centrality-of-the-bibliography
1,https://kaggle.com/noalubin,novice,COVID-19-Word2Vec,3,3,Sun Mar 22 2020 08:58:59 GMT-0400 (Eastern Daylight Time),8d ago,[],Python,0,https://kaggle.com/noalubin/covid-19-word2vec
1,https://kaggle.com/lauraeannielytics,novice,Laura Edell Walk Through of COVID19,0,0,Fri Mar 20 2020 06:41:27 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/lauraeannielytics/laura-edell-walk-through-of-covid19
1,https://kaggle.com/thomasadorfer,contributor,Protein Sequence Analysis with ProtLearn,2,0,Fri Mar 20 2020 05:45:05 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/thomasadorfer/protein-sequence-analysis-with-protlearn
1,https://kaggle.com/kezhenchen,novice,Extract Related Documents using Bert,0,0,Fri Mar 20 2020 13:14:42 GMT-0400 (Eastern Daylight Time),10d ago,[],Python,0,https://kaggle.com/kezhenchen/extract-related-documents-using-bert
1,https://kaggle.com/evasnow,novice,Metadata_basic_statistics,4,0,Thu Mar 19 2020 16:21:06 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,1,https://kaggle.com/evasnow/metadata-basic-statistics
1,https://kaggle.com/highflyingbird,contributor,COVID-19 - Find mentions of mortality rates,0,0,Thu Mar 19 2020 14:13:35 GMT-0400 (Eastern Daylight Time),11d ago,"['beginner', 'text mining', 'starter code']",Python,0,https://kaggle.com/highflyingbird/covid-19-find-mentions-of-mortality-rates
1,https://kaggle.com/osciiart,master,Trying to extract table data from the paper,0,1,Thu Mar 19 2020 12:59:32 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/osciiart/trying-to-extract-table-data-from-the-paper
1,https://kaggle.com/induraj2020,novice,clustering abstracts using fasttext,1,0,Thu Mar 19 2020 15:50:53 GMT-0400 (Eastern Daylight Time),11d ago,"['clustering', 'covid19']",Python,0,https://kaggle.com/induraj2020/clustering-abstracts-using-fasttext
1,https://kaggle.com/roadblock,novice,Covid-19 1st transmission,0,0,Thu Mar 19 2020 10:46:22 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/roadblock/covid-19-1st-transmission
1,https://kaggle.com/highflyingbird,contributor,COVID-19 - Find keywords using Word2Vec,1,0,Thu Mar 19 2020 11:19:06 GMT-0400 (Eastern Daylight Time),11d ago,"['text mining', 'starter code', 'covid19']",Python,1,https://kaggle.com/highflyingbird/covid-19-find-keywords-using-word2vec
1,https://kaggle.com/morrisb,expert,02 Exploring The Article-Metadata-CSV,0,0,Thu Mar 19 2020 09:37:43 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/morrisb/02-exploring-the-article-metadata-csv
1,https://kaggle.com/mrclnndrd,contributor,CORD-19: Match SJR Rank journals,1,0,Thu Mar 19 2020 08:41:38 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,1,https://kaggle.com/mrclnndrd/cord-19-match-sjr-rank-journals
1,https://kaggle.com/muhammetfaik,novice,Corona(nCOVID-19 ) Detection inspect_nucleus_model,48,0,Thu Mar 19 2020 08:37:30 GMT-0400 (Eastern Daylight Time),11d ago,[],Python,0,https://kaggle.com/muhammetfaik/corona-ncovid-19-detection-inspect-nucleus-model
1,https://kaggle.com/imbano,novice,[CORD-19] Cleaning and EDA,3,0,Fri Mar 20 2020 12:48:24 GMT-0400 (Eastern Daylight Time),10d ago,"['beginner', 'eda', 'data cleaning', 'starter code']",Python,0,https://kaggle.com/imbano/cord-19-cleaning-and-eda
1,https://kaggle.com/kaceywan,novice,Fixing the metadata,0,0,Thu Mar 19 2020 03:29:04 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/kaceywan/fixing-the-metadata
1,https://kaggle.com/kaggleperson1,novice,COVID-19_Genetics_Origin_Evolution,5,0,Thu Mar 19 2020 02:49:37 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/kaggleperson1/covid-19-genetics-origin-evolution
1,https://kaggle.com/beatrandom,contributor,All papers sorted by their citation count,0,0,Thu Mar 19 2020 01:51:14 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/beatrandom/all-papers-sorted-by-their-citation-count
1,https://kaggle.com/elfaruq,novice,COVID-19 paper exploration,2,0,Thu Mar 19 2020 00:29:50 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/elfaruq/covid-19-paper-exploration
1,https://kaggle.com/yuelong,novice,Covid Research,0,0,Wed Mar 18 2020 23:26:16 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,1,https://kaggle.com/yuelong/covid-research
1,https://kaggle.com/clmentbisaillon,novice,Using NLP with answer extraction,0,0,Wed Mar 18 2020 21:42:49 GMT-0400 (Eastern Daylight Time),12d ago,[],Python,0,https://kaggle.com/clmentbisaillon/using-nlp-with-answer-extraction
